customer_id,risk_factor,trigger_amt,profile_mean,profile_std,z_score,age,pair_total,in_amt,out_amt,ratio,max_rolling_3d,max_rolling_5d,max_rolling_7d,max_rolling_10d,max_rolling_14d,days_observed,days_required,time_window,daily_floor,daily_ceiling,txn_count,floor_current,is_sar,smart_segment_id,customer_type
09577180-c224-4910-90d6-714407e06250,Activity Deviation (ACH),3583556.0,624037.25,595100.95,4.973,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
e2ddb152-b74f-4b05-b71f-23bb86e4a50b,Activity Deviation (ACH),3574590.0,401571.75,368457.76,8.612,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
841babb9-131c-4bea-9ec3-8714c7e07108,Activity Deviation (ACH),3574590.0,401571.75,368457.76,8.612,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
40b0e049-bcb3-4bbb-a47a-7b8ef4de6a1a,Activity Deviation (ACH),3564490.0,502645.0,1036858.83,2.953,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
16ed603c-c901-4409-aff3-d603ef4887f8,Activity Deviation (ACH),3564490.0,488617.71,881780.35,3.488,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
8ba7038c-6c16-4e3e-bd0d-d75d94b149fb,Activity Deviation (ACH),3545577.0,218122.0,277613.45,11.986,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
c3c4d7fb-462e-4a88-a162-2821fc310356,Activity Deviation (ACH),3545577.0,218122.0,277613.45,11.986,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
0996cac2-ec71-4ee5-9aee-34a9ba2db653,Activity Deviation (ACH),3543936.0,235539.14,146112.4,22.643,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
f404fbcb-9832-4fd4-b27a-5831f91d4ecc,Activity Deviation (ACH),3532638.0,625253.0,664070.98,4.378,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
bb194578-d1a7-43ad-b1b2-087e684b6ecd,Activity Deviation (ACH),3493703.0,628301.5,106950.61,26.792,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
bc3b0a73-cb15-460b-9d7a-1f09127f5dea,Activity Deviation (ACH),3485272.0,1023902.0,0.0,,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
aebde2dd-a091-4ab5-b1ac-98f6c10ed182,Activity Deviation (Check),3441448.0,370305.0,493419.11,6.224,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
27ef211c-80cb-4999-b563-56aaf8f277de,Activity Deviation (Check),3441448.0,370305.0,493419.11,6.224,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
57a392b6-96e5-455a-b3e3-11d1eb04ae73,Activity Deviation (Check),3433461.0,71738.67,42077.29,79.894,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
972f6508-90d2-4550-8861-ddc6e8235d9c,Activity Deviation (Check),3433461.0,1290000.0,0.0,,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
5a1dea32-90dd-4769-b839-397ec5ea825a,Activity Deviation (ACH),3415882.0,258773.0,332879.8,9.484,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
4e536141-d090-4ac8-a6ab-8887c3ca0046,Activity Deviation (ACH),3385579.0,309476.0,439079.46,7.006,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
41315e70-9f4f-4168-8929-a3173b6234bc,Activity Deviation (ACH),3371034.0,6875870.2,2757092.59,-1.271,,,,,,,,,,,,,,,,,,1,0,BUSINESS
ceeec816-0211-4dde-99a5-fe42e278595c,Activity Deviation (ACH),3326115.0,344672.0,413190.78,7.216,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
b31f61cd-848b-48e1-b724-2b1483425a37,Activity Deviation (ACH),3307014.0,362359.67,327691.78,8.986,,,,,,,,,,,,,,,,,,1,0,BUSINESS
f11c639a-c7c8-465a-a743-1d88aaa2bb81,Activity Deviation (ACH),3307014.0,362359.67,327691.78,8.986,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
f9b1d3b7-be34-4bb3-ad9d-24eaf2a1e1db,Activity Deviation (ACH),3295306.0,739757.5,642868.48,3.975,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
0f4b71bd-54f2-4440-a096-ea253f9d3674,Activity Deviation (ACH),3271806.0,441123.33,597792.63,4.735,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
9ed3117a-f94b-4e57-8d9f-937caab0afca,Activity Deviation (ACH),3265152.0,861855.0,0.0,,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
efaa02a6-52d1-4097-ae67-8dcd48dc68d8,Activity Deviation (ACH),3265152.0,861855.0,0.0,,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
9479d77a-264f-4a98-8177-b29d3425e598,Activity Deviation (ACH),3263112.0,296047.5,441227.08,6.725,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
d616c145-6abf-4019-b064-d4f65e27ebac,Activity Deviation (ACH),3263112.0,73406.0,36086.49,88.391,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
3519dc61-4421-4664-89e4-1c6baa803324,Activity Deviation (ACH),3259175.0,2074965.0,0.0,,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
72e930ee-03fd-465b-a4bd-9caac442263d,Activity Deviation (ACH),3239710.0,1137571.0,704644.64,2.983,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
cecd0101-dad2-4256-8262-83f05d8cb233,Activity Deviation (ACH),3239710.0,1137571.0,704644.64,2.983,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
2044de5c-d91c-442c-a9c0-cd75c8331010,Activity Deviation (ACH),3232420.0,821211.5,736790.28,3.273,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
fa20568e-c671-4fc1-8a5c-aeb03f60eb73,Activity Deviation (ACH),3221035.0,309476.0,439079.46,6.631,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
4524d638-1027-4207-a29a-acca5a6f5efa,Activity Deviation (ACH),3216903.0,308107.0,400849.14,7.257,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
a10837ca-5e51-4e1d-9f4a-7b651601e3ae,Activity Deviation (ACH),3204770.0,616348.0,421654.9,6.139,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
c623a06c-8f8a-481e-9bd4-55955cac04c7,Activity Deviation (ACH),3177226.0,550779.0,296620.24,8.855,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
59e2b102-f273-44e2-9b32-8a193002fc46,Activity Deviation (ACH),3177066.0,381875.33,441926.16,6.325,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
5cf130ad-5b1e-4ab5-bd2a-c3776b29d80f,Activity Deviation (ACH),3177066.0,381875.33,441926.16,6.325,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
daff4d91-5894-440f-bc20-0a9273a3a19f,Activity Deviation (ACH),3154476.0,513713.2,397736.13,6.639,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
59a42715-a57c-4be9-b414-e2a0b355666d,Activity Deviation (ACH),3134139.0,314475.86,349883.13,8.059,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
3529b7fd-091b-40c7-84ac-2dc18954a100,Activity Deviation (ACH),3134139.0,314475.86,349883.13,8.059,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
860cc32d-6f7d-4918-908d-be01d2e76b6c,Activity Deviation (ACH),3124220.0,572887.2,440923.57,5.786,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
21aa0b24-a57e-4b0d-a91f-b64310afff51,Activity Deviation (ACH),3122561.0,201785.5,378745.19,7.712,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
299b553d-fbd9-46ad-89fa-e62add8a6db2,Activity Deviation (ACH),3122561.0,201785.5,378745.19,7.712,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
11dd9112-167e-44b3-8b10-9215c6352b89,Activity Deviation (Check),3101718.0,393999.33,324643.53,8.341,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
3f2d20b7-5c3a-4f20-a2c5-d06578d92b42,Activity Deviation (Check),3101718.0,393999.33,324643.53,8.341,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
cf3c4037-5301-4eb7-826c-2c905a5189d6,Activity Deviation (ACH),3098840.0,212190.43,287124.83,10.054,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
07294826-9bb1-42f9-b493-987010fd0f62,Activity Deviation (ACH),3098840.0,427679.9,652127.44,4.096,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
2b58ccbe-b63f-4fc2-a0db-cb4ebfb27e35,Activity Deviation (ACH),3086301.0,249297.0,209714.79,13.528,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
c0eea3e7-7861-40c6-bd73-6beb9306b68f,Activity Deviation (ACH),3082028.0,704498.0,703618.34,3.379,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
fae71c63-9e28-44eb-892b-b06cda918b62,Activity Deviation (ACH),3059492.0,10698.0,0.0,,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
8804a5e1-9d79-464f-9a69-9c5305f550e4,Activity Deviation (ACH),3059492.0,146909.57,124815.56,23.335,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
ff7f7a75-3c85-452b-9c06-c96e712f697a,Activity Deviation (ACH),3052284.0,376525.0,523070.66,5.115,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
893ede97-352c-42c6-a85c-792f3d67abc2,Activity Deviation (ACH),3052284.0,376525.0,523070.66,5.115,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
48c7145a-6fe5-4384-940b-5a1d66844853,Activity Deviation (ACH),3009406.0,271105.83,324276.25,8.444,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
db1f148f-4755-437a-a37c-1aa73ae07817,Activity Deviation (ACH),3005012.0,231038.43,294953.52,9.405,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
09220cfd-6f78-4f15-96be-d163d02dd525,Activity Deviation (ACH),2979348.0,151390.33,139181.08,20.319,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
09447555-4404-4687-b3d5-a02e7241e0bd,Activity Deviation (ACH),2979348.0,151390.33,139181.08,20.319,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
2e46c7db-cd7f-4592-b3c2-5c7efe58ed1e,Activity Deviation (ACH),2977427.0,398266.0,429700.47,6.002,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
4961aa9e-7740-4e1e-bb72-c9637fb09f85,Activity Deviation (ACH),2977427.0,398266.0,429700.47,6.002,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
2a5bd6fe-9174-4551-affa-51ef81892367,Activity Deviation (ACH),2976964.0,978281.0,1305690.67,1.531,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
2e5dd5b0-632c-4ab2-9b50-950e14adcf46,Activity Deviation (ACH),2966024.0,533306.5,57443.23,42.35,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
0d82b0ec-ae4d-4d61-90e7-e276e58f2ca4,Activity Deviation (ACH),2952014.0,843853.0,1122281.7,1.878,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
8986ae6b-f319-4e8f-ae0b-60f6fd29d1d5,Activity Deviation (ACH),2949274.0,346077.67,237908.44,10.942,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
e661a741-a98d-4a77-a7b7-f3b13fc787ac,Activity Deviation (ACH),2949274.0,346077.67,237908.44,10.942,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
b12f495c-d687-4ace-9b60-7454143cc602,Activity Deviation (ACH),2948376.0,367060.0,351137.25,7.351,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
4a918ee7-0441-49bb-a19f-e9cfab91f4d0,Activity Deviation (ACH),2948376.0,367060.0,351137.25,7.351,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
9c733e22-ca7b-4923-8f5e-0dcf4fea690a,Activity Deviation (ACH),2947448.0,381309.17,453885.16,5.654,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
4f7b8844-b694-4ae2-878a-3154b242280f,Activity Deviation (ACH),2947448.0,869754.75,889237.69,2.336,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
7615a6af-7ed2-4623-9e59-3f6403fc2277,Activity Deviation (ACH),2940750.0,386544.33,479531.36,5.326,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
d9162d2c-9b0a-4584-8cea-fe12f683b896,Activity Deviation (ACH),2940750.0,470021.0,661915.59,3.733,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
732ed172-5386-4606-88e7-55c2b74b10de,Activity Deviation (Check),2932360.0,1811585.0,0.0,,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
192105e7-7ace-46b1-901a-72413ff6be04,Activity Deviation (Check),2932360.0,608959.33,1041522.73,2.231,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
afd5c3f2-a724-40f6-a80c-e9cb059c66aa,Activity Deviation (ACH),2928171.0,200525.5,218741.67,12.47,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
5d1533ca-5af7-4059-8de2-2e47a157aa16,Activity Deviation (ACH),2928171.0,200525.5,218741.67,12.47,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
e724c78e-02e7-47ae-b469-33995bd132a1,Activity Deviation (ACH),2909529.0,210829.11,227579.95,11.858,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
548d9696-1621-4e1f-b230-338e80d1b171,Activity Deviation (ACH),2909529.0,214659.89,224077.15,12.027,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
5f29abe9-9b57-4e94-b571-83af97008ff1,Activity Deviation (ACH),2909529.0,214659.89,224077.15,12.027,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
05418e75-ae50-434d-9a17-5f3ee814b4cf,Activity Deviation (Check),2902618.0,649345.0,0.0,,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
20c283cb-aa9c-42bd-8b1d-34a75e6f97f3,Activity Deviation (ACH),2898670.0,449960.0,481228.59,5.088,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
55d19932-a218-49ad-b37a-fe1da4f55792,Activity Deviation (ACH),2865323.0,281532.67,572371.01,4.514,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
46f47053-494c-4d04-8565-042eb1b9e0b3,Activity Deviation (ACH),2853066.0,484759.33,531991.06,4.452,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
0c7b7a9e-7bb1-496d-969e-4c0e473c9a6e,Activity Deviation (ACH),2853066.0,484759.33,531991.06,4.452,,,,,,,,,,,,,,,,,,1,1,INDIVIDUAL
e21572b6-990c-4e43-a464-fea8f4958607,Activity Deviation (ACH),2852512.0,366142.5,511105.97,4.865,,,,,,,,,,,,,,,,,,0,1,INDIVIDUAL
